Year,Month,UniqueCarrier,CarrierName,TotalAircrafts,TotalFlights,TotalDistance,AvgDistancePerDay,AvgFlightsPerDay,TotalAirTime,TotalTravelTime,TimeOnGround,PctTimeOnGround
2004,Feb,TZ,ATA Airlines d/b/a ATA,62,6314,7200335,4506.94,3.96,41944.28302001953,51286.46823120117,47335.71697998047,53
2004,Feb,UA,United Air Lines Inc.,526,42675,45229912,3428.66,3.22,279039.1731033325,338407.8181838989,478400.82696533203,63
2004,Feb,US,US Airways Inc.,271,31639,21461427,2986.93,4.33,141950.66194152832,200446.0223083496,248289.33837890625,64
2004,Feb,WN,Southwest Airlines Co.,385,76246,43341342,3984.83,7.02,262826.9177246094,329747.2789916992,291573.0822753906,53
2004,Feb,XE,ExpressJet Airlines Inc.,227,27678,14010841,2255.79,4.45,105493.12380981445,157995.61846923828,221386.87603759766,68
2004,Mar,AA,American Airlines Inc.,729,60110,65975198,3449.25,3.06,391754.5779876709,462676.5601348877,658005.4222412109,63
2004,Mar,AS,Alaska Airlines Inc.,109,13670,11453432,3685.04,4.50,63628.98651123047,83645.75500488281,93331.013671875,59
2004,Mar,B6,JetBlue Airways,57,7362,9514306,5529.80,4.28,46680.46893310547,49430.754333496094,35399.53106689453,43
2004,Mar,CO,Continental Air Lines Inc.,349,26582,29320473,3189.00,2.81,176259.88116455078,210562.24690818787,326300.1190185547,65
2004,Mar,DH,Independence Air,140,24351,8784306,2112.43,5.88,66890.84216308594,115356.90344238281,134709.15771484375,67
2004,Mar,DL,Delta Air Lines Inc.,527,58796,48326304,3271.52,3.91,288539.1310272217,384403.21295166016,470340.8690185547,62
2004,Mar,EV,ExpressJet Airlines Inc.,130,22133,9344284,2427.20,5.77,64483.03298950195,111527.61444091797,122716.96704101562,66
2004,Mar,FL,AirTran Airways Corporation,76,13284,8388507,3591.23,5.69,48942.97686767578,65528.61358642578,60497.02313232422,55
2004,Mar,HA,Hawaiian Airlines Inc.,25,4036,2497689,3397.85,5.97,13243.44302368164,16247.252136230469,22756.556884765625,63
2004,Mar,HP,America West Airlines Inc.,137,16816,17298149,4246.82,4.14,89768.74380493164,112257.1919555664,107511.25622558594,54
2004,Mar,MQ,Envoy Air,212,38099,13570107,2205.49,6.23,110648.13754272461,168007.34704589844,194631.8624267578,64
2004,Mar,NW,Northwest Airlines Inc.,383,43927,33184702,3201.12,4.00,206301.90475463867,282228.3899383545,345218.09494018555,63
2004,Mar,OH,Comair Inc.,158,31221,14906909,3137.59,6.57,95939.19250488281,143954.37243652344,131580.8074951172,58
2004,Mar,OO,SkyWest Airlines Inc.,189,35979,12210181,2194.53,6.53,180767.06829833984,152836.70825195312,91392.93200683594,34
2004,Mar,TZ,ATA Airlines d/b/a ATA,62,6723,7560317,4461.62,3.94,42169.37097167969,50405.059814453125,47110.62902832031,53
2004,Mar,UA,United Air Lines Inc.,525,46512,49422557,3503.74,3.26,283807.3737792969,342384.67724609375,472192.6258544922,62
2004,Mar,US,US Airways Inc.,275,33979,23091274,3001.88,4.37,144916.94686889648,205198.57467651367,251083.0531616211,63
2004,Mar,WN,Southwest Airlines Co.,389,82550,46806051,4015.46,7.11,266471.4313964844,334745.3618774414,293688.5686035156,52
2004,Mar,XE,ExpressJet Airlines Inc.,229,30796,15697507,2340.35,4.59,110670.70764160156,164713.9057006836,219089.29235839844,66
2004,Apr,AA,American Airlines Inc.,723,58206,64004143,3469.08,3.08,387199.28771972656,457109.71742248535,653920.7121582031,63
2004,Apr,AS,Alaska Airlines Inc.,108,13318,11182232,3715.05,4.46,63035.608947753906,82407.97204589844,92484.3911743164,59
2004,Apr,B6,JetBlue Airways,58,7424,9539771,5589.82,4.35,48080.04510498047,50804.675842285156,35439.95486450195,42
2004,Apr,CO,Continental Air Lines Inc.,348,25584,28143568,3194.44,2.82,175469.57235717773,209045.5504398346,325650.4281616211,65
2004,Apr,DH,Independence Air,140,23214,8334729,2082.89,5.83,66106.3062133789,113902.61340332031,135493.6937866211,67
2004,Apr,DL,Delta Air Lines Inc.,527,57197,47547628,3323.21,3.92,291456.5366668701,382848.85986328125,467423.4631347656,62
2004,Apr,EV,ExpressJet Airlines Inc.,131,22410,9583846,2553.99,5.99,68108.5104675293,113667.60369873047,120531.4896850586,64
2004,Apr,FL,AirTran Airways Corporation,75,12919,8121823,3614.60,5.75,48923.14453125,65543.92651367188,59076.85546875,55
2004,Apr,HA,Hawaiian Airlines Inc.,26,3910,2357866,3260.68,5.85,13188.167694091797,15925.37435913086,24251.83233642578,65
2004,Apr,HP,America West Airlines Inc.,139,16095,16644054,4187.71,4.09,88806.56954956055,111598.13024902344,111353.43029785156,56
2004,Apr,MQ,Envoy Air,219,38227,13660038,2212.11,6.25,111876.54315185547,172005.5128173828,203483.45672607422,65
2004,Apr,NW,Northwest Airlines Inc.,385,41903,30795032,3093.64,3.96,198745.73886108398,276855.33306884766,355654.2614746094,64
2004,Apr,OH,Comair Inc.,158,30271,14599548,3168.12,6.57,97113.54473876953,143034.5135498047,130406.45526123047,57
2004,Apr,OO,SkyWest Airlines Inc.,188,34934,11885998,2201.59,6.51,179736.64288330078,152952.1297607422,90983.35716247559,34
2004,Apr,TZ,ATA Airlines d/b/a ATA,62,6400,7183888,4470.03,3.99,42257.591735839844,49726.76449584961,47022.408264160156,53
2004,Apr,UA,United Air Lines Inc.,526,45309,48631942,3567.45,3.24,286959.71784973145,342773.7455329895,470480.2817993164,62
2004,Apr,US,US Airways Inc.,282,33261,22536056,2965.58,4.31,145888.14657592773,206987.10543823242,260191.85302734375,64
2004,Apr,WN,Southwest Airlines Co.,392,79805,45316182,4019.44,7.09,268648.8352355957,337397.45513916016,295831.1647338867,52
2004,Apr,XE,ExpressJet Airlines Inc.,230,30349,15601387,2377.64,4.64,112493.58853149414,167523.22802734375,218706.41076660156,66
2004,May,AA,American Airlines Inc.,719,57757,63482467,3395.69,3.02,382603.6635131836,447567.997215271,652756.3358764648,63
2004,May,AS,Alaska Airlines Inc.,108,14224,12160844,3912.42,4.59,66020.90347290039,84524.36932373047,89499.09643554688,58
2004,May,B6,JetBlue Airways,59,7332,10036643,5690.64,4.14,49140.22521972656,50131.760986328125,35819.77478027344,42
2004,May,CO,Continental Air Lines Inc.,348,25016,27909487,3125.63,2.72,171851.13317871094,201679.5406961441,329268.86700439453,66
2004,May,DH,Independence Air,140,23538,8418874,2059.76,5.81,65482.03805541992,117863.36630249023,136117.96240234375,68
2004,May,DL,Delta Air Lines Inc.,530,58499,48554669,3296.09,3.90,291775.797958374,385367.1775588989,471424.20233154297,62
2004,May,EV,ExpressJet Airlines Inc.,131,22793,9697808,2468.21,5.81,66300.02346801758,114323.68994140625,122339.97644042969,65
2004,May,FL,AirTran Airways Corporation,76,13139,8194461,3566.45,5.72,49434.435302734375,66489.7612915039,60005.564697265625,55
2004,May,HA,Hawaiian Airlines Inc.,25,3968,2264603,3330.89,6.10,12959.984558105469,15495.163024902344,23040.01544189453,64
2004,May,HP,America West Airlines Inc.,140,16487,17125528,4240.55,4.11,90558.52893066406,112157.00415039062,111041.47106933594,55
2004,May,MQ,Envoy Air,223,38216,13823407,2132.61,5.95,112655.26254272461,171269.36407470703,208464.73779296875,65
2004,May,NW,Northwest Airlines Inc.,387,42752,31278147,3035.00,3.96,198405.0972290039,277424.35730171204,358874.90295410156,64
2004,May,OH,Comair Inc.,160,31380,15070596,3151.29,6.58,97137.4623413086,147785.47247314453,133262.5376586914,58
2004,May,OO,SkyWest Airlines Inc.,189,35855,12204842,2178.73,6.46,177416.75958251953,153398.97735595703,94743.24041748047,35
2004,May,TZ,ATA Airlines d/b/a ATA,61,6407,7076046,4383.98,3.92,41555.719329833984,48908.78192138672,46284.280700683594,53
2004,May,UA,United Air Lines Inc.,523,46630,50053323,3540.84,3.21,285626.7214050293,337215.39832496643,467493.2783203125,62
2004,May,US,US Airways Inc.,290,33268,22791389,2853.70,4.13,144746.67854309082,206802.7572479248,272853.32165527344,65
2004,May,WN,Southwest Airlines Co.,397,81282,46677908,3969.90,6.95,267574.1309814453,337802.0233154297,304105.8690185547,53
2004,May,XE,ExpressJet Airlines Inc.,233,29908,15465960,2272.32,4.39,109138.95498657227,163097.38763427734,226381.04541015625,67
2004,Jun,AA,American Airlines Inc.,710,57668,64133529,3530.79,3.09,391592.63792419434,450373.8341245651,630807.3618774414,62
2004,Jun,AS,Alaska Airlines Inc.,109,14880,13064577,4187.42,4.83,70321.94424438477,89406.2922668457,86638.05575561523,55
2004,Jun,B6,JetBlue Airways,60,7274,10090558,5787.85,4.16,50476.88757324219,51865.299072265625,35923.112365722656,42
2004,Jun,CO,Continental Air Lines Inc.,346,24814,27839585,3159.55,2.73,174084.56396484375,200217.7822418213,324155.43591308594,65
2004,Jun,DH,Independence Air,138,18960,6736904,2090.00,6.03,66358.46408081055,113490.31771850586,132361.5357055664,67
2004,Jun,DL,Delta Air Lines Inc.,531,57640,48024111,3319.91,3.94,296618.5556793213,391586.1374359131,468021.4440917969,61
2004,Jun,EV,ExpressJet Airlines Inc.,133,22577,9602482,2485.99,5.82,68241.29418945312,122516.82196044922,123278.70617675781,64
2004,Jun,FL,AirTran Airways Corporation,77,13016,8094003,3548.82,5.70,50359.572021484375,68820.08508300781,60520.427978515625,55
2004,Jun,HA,Hawaiian Airlines Inc.,25,4157,2299307,3373.12,6.33,13179.056823730469,15832.455047607422,22820.943115234375,63
2004,Jun,HP,America West Airlines Inc.,141,16560,17560264,4360.20,4.14,93404.5588684082,112439.12237548828,109635.44104003906,54
2004,Jun,MQ,Envoy Air,228,38299,13947442,2174.26,6.03,117417.77084350586,178804.76208496094,210902.22918701172,64
2004,Jun,NW,Northwest Airlines Inc.,387,42929,32071105,3129.64,3.99,203599.81057739258,275325.97092056274,353680.19009399414,63
2004,Jun,OH,Comair Inc.,160,30017,14575284,3156.84,6.51,97643.59973144531,147229.8311767578,132756.4002685547,58
2004,Jun,OO,SkyWest Airlines Inc.,193,37037,12637223,2325.83,6.84,195131.9086303711,161467.1075439453,82788.09120178223,30
2004,Jun,TZ,ATA Airlines d/b/a ATA,63,6486,7247919,4421.53,3.91,42702.57824707031,50477.25476074219,48017.42175292969,53
2004,Jun,UA,United Air Lines Inc.,524,47663,51404098,3700.77,3.35,295995.19689941406,349077.4837799072,458564.8034057617,61
2004,Jun,US,US Airways Inc.,292,33070,23131992,2943.33,4.17,149818.41525268555,211018.07920837402,270661.58532714844,64
2004,Jun,WN,Southwest Airlines Co.,398,80959,46280858,4039.52,7.07,273256.9330749512,342836.2424316406,299863.06689453125,52
2004,Jun,XE,ExpressJet Airlines Inc.,235,30327,15777277,2363.08,4.54,115439.8207397461,169293.79595947266,222960.1792602539,66
2004,Jul,AA,American Airlines Inc.,710,58567,65737855,3531.88,3.06,385965.94470214844,442341.2279243469,636434.0547485352,62
2004,Jul,AS,Alaska Airlines Inc.,109,15595,13747611,4202.59,4.80,70812.04406738281,89479.81268310547,86147.95587158203,55
2004,Jul,B6,JetBlue Airways,61,7716,10620865,5772.33,4.18,51494.159912109375,52200.44274902344,36345.84005737305,41
2004,Jul,CO,Continental Air Lines Inc.,343,25381,28611905,3135.66,2.70,168560.55862426758,196745.4894862175,325359.4416503906,66
2004,Jul,DH,Independence Air,125,22516,7698649,2358.95,6.81,66955.13558959961,112059.25946044922,113044.86462402344,63
2004,Jul,DL,Delta Air Lines Inc.,531,58536,49002132,3286.55,3.87,291252.5382537842,384528.16847229004,473387.4616699219,62
2004,Jul,EV,ExpressJet Airlines Inc.,135,23999,10269398,2566.54,6.01,71290.00247192383,120583.54290771484,123109.99768066406,63
2004,Jul,FL,AirTran Airways Corporation,79,14478,8655155,3559.43,5.97,51534.02783203125,70318.09143066406,62225.97216796875,55
2004,Jul,HA,Hawaiian Airlines Inc.,25,4438,2487838,3404.23,6.26,13164.357971191406,16072.514099121094,22835.64208984375,63
2004,Jul,HP,America West Airlines Inc.,143,16735,17771348,4268.22,4.03,91199.20471191406,109458.29833984375,114720.79522705078,56
2004,Jul,MQ,Envoy Air,233,39767,14581845,2166.49,5.96,117226.35084533691,180731.9932861328,218293.6488647461,65
2004,Jul,NW,Northwest Airlines Inc.,387,44632,33797973,3180.80,3.99,203954.24908447266,273836.22824668884,353325.75115966797,63
2004,Jul,OH,Comair Inc.,161,30662,15014171,3124.04,6.39,97229.93975830078,147911.5805053711,134610.06024169922,58
2004,Jul,OO,SkyWest Airlines Inc.,199,39996,13648511,2365.77,6.97,203759.18981933594,167694.43365478516,82800.81045532227,29
2004,Jul,TZ,ATA Airlines d/b/a ATA,60,6623,7477626,4420.08,3.88,40439.47863769531,48078.332580566406,45960.52136230469,53
2004,Jul,UA,United Air Lines Inc.,525,49860,53750150,3726.81,3.38,297833.14825439453,347743.7279968262,458166.85150146484,61
2004,Jul,US,US Airways Inc.,294,34292,24053204,2920.23,4.11,148163.1279296875,210778.29191589355,275196.8716430664,65
2004,Jul,WN,Southwest Airlines Co.,406,83546,48154758,4006.72,6.99,274453.9317626953,345467.6563720703,310186.0682373047,53
2004,Jul,XE,ExpressJet Airlines Inc.,237,31249,16410371,2348.31,4.49,113558.50994873047,169251.9271850586,227721.49017333984,67
2004,Aug,AA,American Airlines Inc.,708,58721,65965730,3559.51,3.08,384414.0902404785,444778.99448013306,635105.9099121094,62
2004,Aug,AS,Alaska Airlines Inc.,108,15584,13751442,4229.04,4.81,70573.34857177734,88838.07916259766,84946.65142822266,55
2004,Aug,B6,JetBlue Airways,62,7747,10692602,5734.08,4.16,52496.63232421875,53183.427001953125,36783.36764526367,41
2004,Aug,CO,Continental Air Lines Inc.,345,25362,28468428,3121.68,2.70,168912.34843444824,199264.1578874588,327887.6514892578,66
2004,Aug,DH,Independence Air,123,23278,7863001,2473.09,7.38,69762.50637817383,113910.46444702148,107357.49353027344,61
2004,Aug,DL,Delta Air Lines Inc.,534,58784,49150272,3280.95,3.87,290078.0991821289,386115.60090637207,478881.90075683594,62
2004,Aug,EV,ExpressJet Airlines Inc.,137,24339,10413571,2534.46,5.95,71177.22235107422,120602.4931640625,126102.77734375,64
2004,Aug,FL,AirTran Airways Corporation,80,14700,8831232,3600.57,5.98,52330.314025878906,71808.47827148438,62869.685974121094,55
2004,Aug,HA,Hawaiian Airlines Inc.,25,4450,2494800,3352.20,6.16,12988.46224975586,15860.269012451172,23011.537841796875,64
2004,Aug,HP,America West Airlines Inc.,140,16456,17470408,4235.66,4.03,90582.84603881836,108324.63500976562,111017.15393066406,55
2004,Aug,MQ,Envoy Air,234,40551,14826252,2187.72,6.01,117353.60809326172,183759.70764160156,219606.39208984375,65
2004,Aug,NW,Northwest Airlines Inc.,386,44892,33971420,3205.08,4.03,205121.20272827148,276459.0649909973,350718.79736328125,63
2004,Aug,OH,Comair Inc.,161,30972,15061076,3116.91,6.41,97061.47589111328,147228.14239501953,134778.52410888672,58
2004,Aug,OO,SkyWest Airlines Inc.,201,41557,14261923,2396.59,7.04,105265.42684936523,170482.1499633789,184174.57318115234,64
2004,Aug,TZ,ATA Airlines d/b/a ATA,63,6742,7562607,4421.88,3.89,42004.40936279297,49729.62957763672,48715.59063720703,54
2004,Aug,UA,United Air Lines Inc.,524,50837,54345354,3757.13,3.43,298620.2120666504,350913.95933532715,455939.7877807617,60
2004,Aug,US,US Airways Inc.,302,35235,24622578,2924.35,4.16,153030.93159484863,217457.90618896484,281849.06854248047,65
2004,Aug,WN,Southwest Airlines Co.,410,84821,48820996,4033.96,7.04,279964.8455505371,351630.6728515625,310435.15447998047,53
2004,Aug,XE,ExpressJet Airlines Inc.,238,32350,16882667,2404.15,4.61,117014.64797973633,173492.4301147461,225705.35223388672,66
2004,Sep,AA,American Airlines Inc.,703,52278,57687480,3381.27,2.96,356302.50619506836,420162.5882701874,656017.4937744141,65
2004,Sep,AS,Alaska Airlines Inc.,108,13856,12004117,3938.58,4.61,66206.58660888672,86034.05676269531,89313.41339111328,57
2004,Sep,B6,JetBlue Airways,63,6824,9405332,5382.36,3.90,48999.09533691406,50995.90881347656,41720.90466308594,46
2004,Sep,CO,Continental Air Lines Inc.,345,22610,24962314,2951.92,2.60,157991.74765014648,189928.55946159363,338808.25213623047,68
2004,Sep,DH,Independence Air,119,23598,8059771,2469.44,7.27,67096.54168701172,105935.18395996094,104263.4584350586,61
2004,Sep,DL,Delta Air Lines Inc.,533,55557,46235858,3220.48,3.82,269531.49852752686,386647.19316864014,497988.50091552734,65
2004,Sep,EV,ExpressJet Airlines Inc.,139,23763,10262650,2567.86,5.96,68720.84103393555,124730.63287353516,131439.15893554688,66
2004,Sep,FL,AirTran Airways Corporation,82,13324,8210182,3491.47,5.63,48411.81524658203,72107.0404663086,69668.18475341797,59
2004,Sep,HA,Hawaiian Airlines Inc.,25,3799,2179254,3311.05,5.94,12731.380462646484,15784.210662841797,23268.619567871094,65
2004,Sep,HP,America West Airlines Inc.,140,15904,16565555,4461.67,4.16,87131.86645507812,106651.2914428711,114468.13354492188,57
2004,Sep,MQ,Envoy Air,236,39794,14662797,2216.72,6.04,116367.4889831543,184229.13458251953,223472.5107421875,66
2004,Sep,NW,Northwest Airlines Inc.,382,39751,28578110,2901.55,3.86,184160.70581054688,260326.55695280433,365919.29376220703,67
2004,Sep,OH,Comair Inc.,162,29803,14220895,3044.07,6.38,94801.71054077148,145530.4097290039,138478.2894897461,59
2004,Sep,OO,SkyWest Airlines Inc.,201,40168,13945073,2411.99,7.02,104768.6985168457,171083.68560791016,184671.30126953125,64
2004,Sep,TZ,ATA Airlines d/b/a ATA,60,5569,6273157,4478.71,3.84,38997.922790527344,47216.593811035156,47402.077209472656,55
2004,Sep,UA,United Air Lines Inc.,522,45832,48789458,3650.88,3.40,284648.6378479004,346036.2504425049,467031.36267089844,62
2004,Sep,US,US Airways Inc.,300,34182,22803958,2811.46,4.20,146401.59113311768,212768.16829681396,285598.4088745117,66
2004,Sep,WN,Southwest Airlines Co.,413,80201,46200667,3929.37,6.84,271198.17807006836,345327.19635009766,323521.82189941406,54
2004,Sep,XE,ExpressJet Airlines Inc.,240,28877,15034763,2239.93,4.33,107812.1721496582,165715.9912109375,237787.8282470703,69
2004,Oct,AA,American Airlines Inc.,692,56168,61586833,3406.26,3.01,359744.6668243408,427163.1165370941,636735.3331298828,64
2004,Oct,AS,Alaska Airlines Inc.,106,13753,11842243,3851.00,4.56,63972.133209228516,83243.13458251953,88667.8667602539,58
2004,Oct,B6,JetBlue Airways,66,7855,10591516,5602.45,4.14,53720.031494140625,57582.884216308594,41319.968505859375,43
2004,Oct,CO,Continental Air Lines Inc.,342,24516,26738110,3024.97,2.70,162090.66819763184,194987.35559511185,330389.33203125,67
2004,Oct,DH,Independence Air,117,24317,8445313,2555.19,7.42,68160.77041625977,104997.09930419922,100319.22955322266,60
2004,Oct,DL,Delta Air Lines Inc.,531,57967,48209009,3247.51,3.86,287112.4655609131,380454.9962615967,477527.53515625,62
2004,Oct,EV,ExpressJet Airlines Inc.,139,24572,10795295,2602.83,5.96,74084.3942565918,125460.658203125,126075.60577392578,63
2004,Oct,FL,AirTran Airways Corporation,83,14106,8899848,3525.48,5.57,52597.41296386719,69926.97021484375,66922.58703613281,56
2004,Oct,HA,Hawaiian Airlines Inc.,25,3851,2180990,3272.89,5.73,12608.129638671875,15813.237121582031,23391.87030029297,65
2004,Oct,HP,America West Airlines Inc.,138,16553,17192567,4208.48,4.05,89183.90838623047,106274.24340820312,109536.09161376953,55
2004,Oct,MQ,Envoy Air,237,41291,15462178,2248.63,5.99,120485.98318481445,186742.31451416016,220794.01696777344,65
2004,Oct,NW,Northwest Airlines Inc.,387,41897,30536736,3021.94,3.90,198000.06231689453,266910.0298614502,359279.9373474121,64
2004,Oct,OH,Comair Inc.,162,31512,14858810,3067.65,6.51,97839.67572021484,146829.09832763672,135440.32427978516,58
2004,Oct,OO,SkyWest Airlines Inc.,203,40845,14295248,2407.85,6.92,105950.05181884766,170986.3211669922,186369.94775390625,64
2004,Oct,TZ,ATA Airlines d/b/a ATA,61,6234,6988562,4476.97,3.96,41346.37390136719,49502.185485839844,46493.62609863281,53
2004,Oct,UA,United Air Lines Inc.,495,47012,49746113,3707.71,3.41,279022.7360839844,334001.26544189453,433777.26373291016,61
2004,Oct,US,US Airways Inc.,304,37598,25062607,2915.73,4.35,155094.49981689453,222000.1021194458,282665.5001220703,65
