Year,Month,UniqueCarrier,CarrierName,TotalAircrafts,TotalFlights,TotalDistance,AvgDistancePerDay,AvgFlightsPerDay,TotalAirTime,TotalTravelTime,TimeOnGround,PctTimeOnGround
2005,Jun,HA,Hawaiian Airlines Inc.,25,4129,2471997,3474.89,6.02,13366.001739501953,16928.623596191406,22633.998168945312,63
2005,Jun,HP,America West Airlines Inc.,142,16726,17077646,4186.05,4.12,92364.40924072266,109480.06945800781,112115.59075927734,55
2005,Jun,MQ,Envoy Air,253,43632,17418878,2424.77,6.07,132961.9722290039,201041.83807373047,231358.02770996094,64
2005,Jun,NW,Northwest Airlines Inc.,373,42589,32443205,3231.09,4.06,202485.49172973633,275868.85681152344,334634.5076904297,62
2005,Jun,OH,Comair Inc.,166,31295,14146239,2955.67,6.55,97141.548828125,152451.78094482422,141898.45111083984,59
2005,Jun,OO,SkyWest Airlines Inc.,225,42769,16471330,2593.56,6.80,121983.20233154297,184911.75457763672,202016.79760742188,62
2005,Jun,TZ,ATA Airlines d/b/a ATA,40,3688,3929946,4205.86,3.71,25485.025665283203,28640.613403320312,32114.97442626953,56
2005,Jun,UA,United Air Lines Inc.,453,40962,45621425,3846.34,3.41,264807.2893371582,300359.9802684784,387512.71075439453,59
2005,Jun,US,US Airways Inc.,293,35909,24728007,3084.89,4.44,158753.87297058105,224542.9889602661,263166.12689208984,62
2005,Jun,WN,Southwest Airlines Co.,432,86257,52310012,4154.01,6.86,299565.7060546875,373721.4137573242,322514.2939453125,52
2005,Jun,XE,ExpressJet Airlines Inc.,255,34379,18218250,2490.12,4.71,127884.4760131836,186864.48040771484,239315.52392578125,65
2005,Jul,AA,American Airlines Inc.,707,58906,63468191,3445.28,3.11,378003.6138000488,435818.98805236816,640076.3861694336,63
2005,Jul,AS,Alaska Airlines Inc.,109,14317,12477184,3997.78,4.64,68598.99932861328,90816.9951171875,88361.00067138672,56
2005,Jul,B6,JetBlue Airways,79,9498,13675566,5824.47,4.04,68187.06829833984,67874.92993164062,45572.931732177734,40
2005,Jul,CO,Continental Air Lines Inc.,322,25699,29391533,3442.40,2.90,174090.63710021973,194291.453540802,289589.3628540039,62
2005,Jul,DH,Independence Air,69,12463,5984611,2889.25,6.06,40504.73391723633,61350.00128173828,58855.266052246094,59
2005,Jul,DL,Delta Air Lines Inc.,515,58284,50392596,3432.74,3.99,287896.15003967285,390051.4294128418,453703.84979248047,61
2005,Jul,EV,ExpressJet Airlines Inc.,153,26727,12039893,2719.61,6.04,79690.31503295898,147362.14227294922,140629.68493652344,64
2005,Jul,F9,Frontier Airlines Inc.,49,7119,6592474,4506.26,4.83,34124.193603515625,43088.53723144531,36435.806396484375,52
2005,Jul,FL,AirTran Airways Corporation,98,17465,11195087,3720.17,5.79,65888.8109741211,89036.41711425781,75231.1890258789,53
2005,Jul,HA,Hawaiian Airlines Inc.,25,4396,2607043,3493.14,6.06,13385.719757080078,17320.38198852539,22614.280334472656,63
2005,Jul,HP,America West Airlines Inc.,143,17307,17699343,4149.57,4.09,91605.52096557617,109916.29479980469,114314.47900390625,56
2005,Jul,MQ,Envoy Air,257,43883,17718950,2374.65,5.89,133413.76153564453,202916.8970336914,236666.23828125,64
2005,Jul,NW,Northwest Airlines Inc.,377,44261,34440792,3292.39,4.04,203861.82736206055,280491.5538787842,339018.17236328125,62
2005,Jul,OH,Comair Inc.,168,32793,14759725,2939.66,6.53,98668.0845336914,153445.96435546875,143251.9154663086,59
2005,Jul,OO,SkyWest Airlines Inc.,227,43403,16937023,2585.57,6.71,121979.08456420898,185427.49450683594,204900.91540527344,63
2005,Jul,TZ,ATA Airlines d/b/a ATA,40,3806,4149601,4257.11,3.60,25526.89569091797,27922.546447753906,32073.10430908203,56
2005,Jul,UA,United Air Lines Inc.,451,42173,47358715,3867.97,3.41,263620.1032409668,298816.38830566406,385819.8967285156,59
2005,Jul,US,US Airways Inc.,292,35888,24961524,3039.24,4.34,155954.37573242188,220314.34097862244,264525.6247558594,63
2005,Jul,WN,Southwest Airlines Co.,435,88283,54097197,4127.09,6.74,298408.0162963867,373263.23614501953,327991.9837036133,52
2005,Jul,XE,ExpressJet Airlines Inc.,258,34741,18613681,2439.49,4.56,128457.53088378906,185375.30889892578,243062.46868896484,65
2005,Aug,AA,American Airlines Inc.,704,57811,61918219,3409.54,3.08,370157.9992980957,428710.34930562973,643602.0006103516,63
2005,Aug,AS,Alaska Airlines Inc.,109,14368,12511608,3951.94,4.60,67683.89123535156,90511.77923583984,89276.10876464844,57
2005,Aug,B6,JetBlue Airways,80,9520,13901631,5819.19,3.98,68265.79498291016,68617.46063232422,46934.205017089844,41
2005,Aug,CO,Continental Air Lines Inc.,323,25744,29582989,3453.64,2.90,174005.43438720703,195964.07634943724,291114.56549072266,63
2005,Aug,DH,Independence Air,89,12343,5901693,2310.95,4.93,39976.37921142578,60669.59899902344,88183.6206665039,69
2005,Aug,DL,Delta Air Lines Inc.,515,58111,50270094,3426.93,3.98,286700.2847137451,384840.8621330261,454899.7152709961,61
2005,Aug,EV,ExpressJet Airlines Inc.,154,27117,12330340,2763.14,6.10,79859.71315002441,146513.54745483398,141900.28686523438,64
2005,Aug,F9,Frontier Airlines Inc.,49,6937,6350480,4326.43,4.71,32833.567626953125,42473.90167236328,37726.432373046875,53
2005,Aug,FL,AirTran Airways Corporation,99,17316,11244207,3734.23,5.73,65582.81256103516,88420.29077148438,76977.18743896484,54
2005,Aug,HA,Hawaiian Airlines Inc.,25,4379,2605056,3518.29,6.15,13506.948791503906,17550.00811767578,22493.051391601562,62
2005,Aug,HP,America West Airlines Inc.,142,17419,17822194,4184.48,4.12,91905.97875976562,109614.02746582031,112574.02130126953,55
2005,Aug,MQ,Envoy Air,257,45137,18391735,2432.85,5.97,135248.54614257812,204452.08502197266,234831.45404052734,63
2005,Aug,NW,Northwest Airlines Inc.,374,42446,32397086,3153.24,4.00,192869.58349609375,270437.24727630615,345690.4163208008,64
2005,Aug,OH,Comair Inc.,170,33805,15141299,2974.69,6.64,102016.99533081055,154510.8204345703,142783.00469970703,58
2005,Aug,OO,SkyWest Airlines Inc.,226,44620,17286593,2605.09,6.83,122904.49694824219,186683.9755859375,202535.50299072266,62
2005,Aug,TZ,ATA Airlines d/b/a ATA,37,3793,4075543,4387.92,3.83,24529.825469970703,28338.549377441406,28750.17449951172,54
2005,Aug,UA,United Air Lines Inc.,449,42077,46930582,3835.47,3.40,258505.0068206787,298571.74685668945,388054.9932861328,60
2005,Aug,US,US Airways Inc.,287,36104,24522700,3033.37,4.42,151856.36360931396,215735.45874786377,261423.63677978516,63
2005,Aug,WN,Southwest Airlines Co.,437,89574,54590113,4140.66,6.83,300802.80657958984,376329.45709228516,328477.19342041016,52
2005,Aug,XE,ExpressJet Airlines Inc.,259,35969,19312693,2519.46,4.69,132707.68399047852,190512.91046142578,240252.3154296875,64
2005,Sep,AA,American Airlines Inc.,697,52647,56077391,3307.05,2.99,352707.68283843994,415470.34313201904,650972.3174438477,65
2005,Sep,AS,Alaska Airlines Inc.,109,13146,11505644,3864.04,4.47,66278.79153442383,88033.1557006836,90681.20849609375,58
2005,Sep,B6,JetBlue Airways,80,8574,12363795,5601.57,3.89,65380.2744140625,67450.80810546875,49819.7255859375,43
2005,Sep,CO,Continental Air Lines Inc.,326,21795,25111520,3230.09,2.70,162501.62797546387,186643.95736408234,306938.37200927734,65
2005,Sep,DH,Independence Air,70,10093,4774317,2464.62,5.31,35451.79577636719,53218.487243652344,65348.204162597656,65
2005,Sep,DL,Delta Air Lines Inc.,513,49866,43890562,3214.70,3.68,260020.59162902832,359040.0156402588,478699.40783691406,65
2005,Sep,EV,ExpressJet Airlines Inc.,151,25470,11862345,2758.46,5.95,78846.91171264648,128834.96270751953,138593.08795166016,64
2005,Sep,F9,Frontier Airlines Inc.,49,6568,5914207,4192.83,4.65,31820.812744140625,41782.159423828125,38739.187255859375,55
2005,Sep,FL,AirTran Airways Corporation,99,15095,9841723,3431.98,5.24,58938.13693237305,79192.50244140625,83621.86309814453,59
2005,Sep,HA,Hawaiian Airlines Inc.,25,3952,2378962,3448.24,6.19,13384.46176147461,17015.40121459961,22615.538208007812,63
2005,Sep,HP,America West Airlines Inc.,143,16211,16209082,4049.35,4.08,89045.6431274414,107558.31341552734,116874.35675048828,57
2005,Sep,MQ,Envoy Air,258,43369,17692547,2412.40,5.94,133421.8641357422,202742.13287353516,238098.1358642578,64
2005,Sep,NW,Northwest Airlines Inc.,359,37149,27598715,2924.41,3.82,176262.26434326172,248183.11756134033,340697.7353515625,66
2005,Sep,OH,Comair Inc.,172,31796,14387073,2911.06,6.45,99804.97836303711,150207.5467529297,147875.0216064453,60
2005,Sep,OO,SkyWest Airlines Inc.,230,42422,16662853,2579.92,6.65,123099.39352416992,186977.10510253906,208100.60668945312,63
2005,Sep,TZ,ATA Airlines d/b/a ATA,36,3296,3446180,4354.24,3.73,23227.069122314453,26806.13198852539,28612.930908203125,55
2005,Sep,UA,United Air Lines Inc.,438,39412,43091720,3726.02,3.37,246799.23895263672,290291.1270160675,383920.7606201172,61
2005,Sep,US,US Airways Inc.,283,31978,21021607,2857.35,4.33,141607.63230133057,203516.0135269165,265912.3685913086,65
2005,Sep,WN,Southwest Airlines Co.,435,83570,51408220,4025.40,6.57,289939.61560058594,365077.08044433594,336460.38439941406,54
2005,Sep,XE,ExpressJet Airlines Inc.,261,30712,16086787,2291.97,4.37,120963.82736206055,178249.04397583008,254876.1729736328,68
2005,Oct,AA,American Airlines Inc.,699,53210,56630106,3262.05,2.97,350087.80696868896,415251.7883682251,656472.1929321289,65
2005,Oct,AS,Alaska Airlines Inc.,110,13286,11671489,3836.75,4.46,66777.15658569336,88047.46691894531,91622.84344482422,58
2005,Oct,B6,JetBlue Airways,82,9123,12891156,5443.61,3.84,65696.41119384766,67713.65399169922,52383.588806152344,44
2005,Oct,CO,Continental Air Lines Inc.,325,24652,27642917,3295.05,2.82,166813.9697265625,193597.68224859238,301186.03045654297,64
2005,Oct,DH,Independence Air,71,9814,4441275,2278.63,5.14,33838.16290283203,53495.04821777344,68401.83703613281,67
2005,Oct,DL,Delta Air Lines Inc.,503,51441,45412200,3253.74,3.71,261309.7920074463,349016.65983581543,463010.2083129883,64
2005,Oct,EV,ExpressJet Airlines Inc.,162,26096,12236015,2771.07,5.92,85618.58786010742,139145.9838256836,147661.412109375,63
2005,Oct,F9,Frontier Airlines Inc.,49,6750,6077347,4146.28,4.60,31873.810607910156,41458.65368652344,38686.189392089844,55
2005,Oct,FL,AirTran Airways Corporation,101,16954,11003257,3618.30,5.56,64359.01696777344,86216.57989501953,81080.98303222656,56
2005,Oct,HA,Hawaiian Airlines Inc.,25,4029,2426139,3511.48,6.21,13652.854614257812,17418.170989990234,22347.145385742188,62
2005,Oct,HP,America West Airlines Inc.,140,16688,16796268,4117.59,4.14,89260.7737121582,105827.43713378906,112339.22637939453,56
2005,Oct,MQ,Envoy Air,257,44212,18035479,2398.06,5.89,131317.06286621094,201632.57461547852,238762.9370727539,65
2005,Oct,NW,Northwest Airlines Inc.,345,35779,27745264,3011.74,3.75,171724.84704589844,233133.00985717773,325075.1530151367,65
2005,Oct,OH,Comair Inc.,173,32569,14760161,2895.81,6.39,100194.82061767578,151056.70123291016,148925.17950439453,60
2005,Oct,OO,SkyWest Airlines Inc.,232,44334,17355918,2571.36,6.66,124785.77032470703,189069.99383544922,209294.22955322266,63
2005,Oct,TZ,ATA Airlines d/b/a ATA,35,3441,3576323,4183.92,3.83,22058.993225097656,26804.504455566406,28341.006774902344,56
2005,Oct,UA,United Air Lines Inc.,436,40830,44505166,3748.03,3.39,247673.63311767578,290679.38388061523,380166.3667602539,61
2005,Oct,US,US Airways Inc.,263,32322,21273404,2946.29,4.44,137246.41055297852,195514.27404785156,241473.58947753906,64
2005,Oct,WN,Southwest Airlines Co.,440,87069,53622241,4043.59,6.59,296093.15103149414,369402.9751586914,337506.8489379883,53
2005,Oct,XE,ExpressJet Airlines Inc.,263,33921,18120403,2367.41,4.44,125323.56802368164,185635.89581298828,253396.4317626953,67
2005,Nov,AA,American Airlines Inc.,698,53238,56801583,3290.54,2.98,357889.59840393066,424887.6838989258,647230.4012451172,64
2005,Nov,AS,Alaska Airlines Inc.,109,12387,10869381,3683.35,4.30,64927.675231933594,83401.38739013672,92032.32489013672,59
2005,Nov,B6,JetBlue Airways,88,10156,13220596,5245.90,4.10,70431.41387939453,72867.60549736023,56288.586181640625,44
2005,Nov,CO,Continental Air Lines Inc.,326,24485,27217792,3342.02,2.88,171838.75932312012,200564.23227119446,297601.2405395508,63
2005,Nov,DH,Independence Air,53,6265,2953457,2141.46,4.66,23363.880920410156,37878.664123535156,52956.11895751953,69
2005,Nov,DL,Delta Air Lines Inc.,491,47747,42707971,3226.33,3.68,259992.31843566895,335997.3124847412,447047.6813354492,63
2005,Nov,EV,ExpressJet Airlines Inc.,151,24839,11633267,2703.01,5.79,79255.13961791992,130140.91802978516,138184.86029052734,64
2005,Nov,F9,Frontier Airlines Inc.,49,6373,5757357,4077.56,4.51,31632.12255859375,40824.50537109375,38927.87744140625,55
2005,Nov,FL,AirTran Airways Corporation,103,17035,11247171,3719.00,5.63,67968.73999023438,88737.81616210938,80351.26000976562,54
2005,Nov,HA,Hawaiian Airlines Inc.,25,3889,2358453,3457.92,6.04,13471.738586425781,17274.496002197266,22528.261474609375,63
2005,Nov,HP,America West Airlines Inc.,140,16039,16122993,4086.68,4.09,89542.4482421875,106522.01052856445,112057.55169677734,56
2005,Nov,MQ,Envoy Air,258,42242,17261037,2361.30,5.80,133714.1671447754,200757.7196044922,237805.83264160156,64
2005,Nov,NW,Northwest Airlines Inc.,338,35093,26836512,3041.14,3.84,174432.99102783203,234456.9167251587,312287.00897216797,64
2005,Nov,OH,Comair Inc.,174,31026,14178150,2872.47,6.31,101180.41348266602,150390.13342285156,149379.58657836914,60
2005,Nov,OO,SkyWest Airlines Inc.,233,42331,16196455,2484.82,6.55,124496.87023925781,188686.9754638672,211023.12982177734,63
2005,Nov,TZ,ATA Airlines d/b/a ATA,33,2831,3089133,4000.72,3.44,19848.082092285156,23337.52133178711,27671.917907714844,58
2005,Nov,UA,United Air Lines Inc.,441,39686,42683789,3670.09,3.38,250015.10356140137,293267.0004272461,385024.89642333984,61
2005,Nov,US,US Airways Inc.,261,30107,20374672,2955.93,4.30,135778.35931396484,190750.55615234375,240061.6410522461,64
2005,Nov,WN,Southwest Airlines Co.,439,84001,51661400,4009.36,6.55,295476.5394897461,369406.97772216797,336683.4605102539,53
2005,Nov,XE,ExpressJet Airlines Inc.,264,32967,17584228,2369.22,4.45,127406.0852355957,185532.6196899414,252753.91430664062,66
2005,Dec,AA,American Airlines Inc.,699,53932,58101027,3284.48,2.94,359111.74896240234,423112.856338501,647448.2501220703,64
2005,Dec,AS,Alaska Airlines Inc.,110,12905,11348975,3699.64,4.33,66088.08084106445,84578.90615844727,92311.91925048828,58
2005,Dec,B6,JetBlue Airways,92,11148,14192092,5246.11,4.18,74920.68154907227,77701.81820678711,57559.31832885742,43
2005,Dec,CO,Continental Air Lines Inc.,331,26182,29924248,3448.65,2.91,179869.2196044922,206964.0478773117,296770.7803955078,62
2005,Dec,DH,Independence Air,47,6495,2934397,2173.10,4.87,21570.0810546875,36024.610778808594,46109.918884277344,68
2005,Dec,DL,Delta Air Lines Inc.,476,45433,41241336,3235.07,3.49,250077.46328735352,314689.64611816406,435362.53692626953,64
2005,Dec,EV,ExpressJet Airlines Inc.,154,23085,11162700,2526.19,5.23,75888.92199707031,128870.67236328125,145871.07818603516,66
2005,Dec,F9,Frontier Airlines Inc.,49,6833,6232407,4250.16,4.66,33232.68771362305,42897.7109375,37327.31231689453,53
2005,Dec,FL,AirTran Airways Corporation,105,18275,11962516,3735.09,5.69,70838.92980957031,92619.47369384766,80361.07019042969,53
2005,Dec,HA,Hawaiian Airlines Inc.,25,4069,2509022,3487.72,6.19,13739.081451416016,17569.77914428711,22260.91864013672,62
2005,Dec,HP,America West Airlines Inc.,141,16620,16801645,4126.28,4.09,89504.6435546875,108553.41534423828,113535.35638427734,56
2005,Dec,MQ,Envoy Air,258,43019,17732470,2352.71,5.74,135303.61602783203,199539.43338012695,236216.38360595703,64
2005,Dec,NW,Northwest Airlines Inc.,325,36045,28949776,3206.70,3.88,177578.68270874023,235833.14339256287,290421.31689453125,62
2005,Dec,OH,Comair Inc.,168,24087,11120681,2282.88,4.96,79947.6452331543,126332.08618164062,161972.35510253906,67
2005,Dec,OO,SkyWest Airlines Inc.,233,41736,15697343,2314.45,6.23,119412.52456665039,184492.5562133789,216107.47552490234,64
2005,Dec,TZ,ATA Airlines d/b/a ATA,32,2472,3023165,4260.29,3.31,20035.28009033203,23291.642028808594,26044.71990966797,57
2005,Dec,UA,United Air Lines Inc.,442,41289,45022295,3739.03,3.42,254303.55668640137,295925.06271362305,382176.4437866211,60
2005,Dec,US,US Airways Inc.,255,28518,20050404,2912.93,4.09,130658.9612121582,183379.52770996094,236541.03881835938,64
2005,Dec,WN,Southwest Airlines Co.,444,88060,54064000,4035.65,6.61,303260.25897216797,375839.7180786133,336099.74102783203,53
2005,Dec,XE,ExpressJet Airlines Inc.,266,35003,18877900,2413.36,4.48,131370.49774169922,187838.01712036133,251669.5018310547,66
2006,Jan,AA,American Airlines Inc.,694,54072,58462997,3331.90,2.96,358454.2010345459,424685.60706329346,640905.7991943359,64
2006,Jan,AS,Alaska Airlines Inc.,106,12903,11318259,3749.04,4.37,63290.49523925781,84639.96612548828,89349.50463867188,59
2006,Jan,B6,JetBlue Airways,94,11017,13906245,5085.36,4.05,73541.91247558594,77348.1976928711,61818.087493896484,46
2006,Jan,CO,Continental Air Lines Inc.,332,24436,27482850,3218.00,2.77,168586.9726409912,196378.68073526025,309493.02728271484,65
2006,Jan,DL,Delta Air Lines Inc.,463,44778,39843825,3274.11,3.53,244882.14060211182,309867.5439529419,421837.85919189453,63
2006,Jan,EV,ExpressJet Airlines Inc.,153,22267,10771672,2418.45,4.99,71397.95455932617,123224.15893554688,148922.04559326172,68
2006,Jan,F9,Frontier Airlines Inc.,49,6892,6141650,4189.26,4.71,32654.702850341797,42934.42834472656,37905.29718017578,54
2006,Jan,FL,AirTran Airways Corporation,106,18465,11904538,3700.28,5.74,70073.88311767578,93304.36596679688,82566.11688232422,54
2006,Jan,HA,Hawaiian Airlines Inc.,25,4140,2455814,3439.61,5.88,13380.678985595703,17091.943786621094,22619.320861816406,63
2006,Jan,MQ,Envoy Air,257,43659,18083267,2414.85,5.83,135507.4754333496,202964.50256347656,234572.52471923828,63
2006,Jan,NW,Northwest Airlines Inc.,323,33772,25738022,3027.15,3.83,165235.3819885254,224988.8226699829,299884.6184082031,64
2006,Jan,OH,Comair Inc.,168,23595,10889284,2243.14,4.86,78237.95602416992,124458.78900146484,163682.0439453125,68
2006,Jan,OO,SkyWest Airlines Inc.,241,42284,16149973,2383.32,6.22,123375.14331054688,189349.08532714844,223664.8568725586,64
2006,Jan,TZ,ATA Airlines d/b/a ATA,27,1945,2479800,4322.89,3.16,16926.65948486328,18857.95034790039,21953.34051513672,56
2006,Jan,UA,United Air Lines Inc.,442,40336,44047335,3682.60,3.36,246567.8487854004,293544.1481933594,389912.1511230469,61
2006,Jan,US,US Airways Inc.,387,44011,35531705,3318.65,4.08,214031.13961791992,285826.4124145508,343248.8606567383,62
2006,Jan,WN,Southwest Airlines Co.,444,89445,55024318,4075.56,6.65,303050.3977661133,378833.4457397461,336309.6022338867,53
2006,Jan,XE,ExpressJet Airlines Inc.,267,33027,17592488,2279.14,4.29,123236.18267822266,183074.8760986328,261243.81689453125,68
2006,Jan,YV,Mesa Airlines Inc.,149,25132,10664600,2564.07,6.11,79205.05258178711,128917.51391601562,135354.9473876953,63
2006,Feb,AA,American Airlines Inc.,694,48679,52406911,3304.42,2.96,357932.6400604248,425616.3348197937,641427.3604736328,64
2006,Feb,AS,Alaska Airlines Inc.,107,11649,10266248,3757.60,4.38,64286.32110595703,85190.92370605469,89793.67877197266,58
2006,Feb,B6,JetBlue Airways,97,10341,12873005,4998.11,4.04,73967.15475463867,77047.3023071289,65712.84521484375,47
2006,Feb,CO,Continental Air Lines Inc.,333,22500,25145603,3272.79,2.82,173409.2172088623,201039.36398124695,306110.7834472656,64
2006,Feb,DL,Delta Air Lines Inc.,451,40282,35968627,3308.26,3.61,240379.50257110596,308201.1202774048,409060.4978027344,63
2006,Feb,EV,ExpressJet Airlines Inc.,153,21017,10420671,2567.60,5.18,76159.40986633301,126357.68450927734,144160.5902709961,65
2006,Feb,F9,Frontier Airlines Inc.,49,6261,5546580,4199.12,4.74,32991.65002441406,43991.310546875,37568.34997558594,53
2006,Feb,FL,AirTran Airways Corporation,108,17052,10981518,3743.08,5.79,72615.94946289062,95813.4086303711,82904.05053710938,53
2006,Feb,HA,Hawaiian Airlines Inc.,25,3738,2195732,3491.94,6.06,13756.926208496094,18039.854431152344,22243.073791503906,62
2006,Feb,MQ,Envoy Air,257,39250,16257818,2407.93,5.84,136744.42379760742,203608.85150146484,233335.576171875,63
2006,Feb,NW,Northwest Airlines Inc.,320,31624,24219853,3093.34,3.92,166922.16436767578,228955.54403305054,293877.8352050781,64
2006,Feb,OH,Comair Inc.,168,20241,9270602,2156.46,4.71,75980.26824951172,120585.08291625977,165939.73175048828,69
2006,Feb,OO,SkyWest Airlines Inc.,239,39623,15307072,2434.56,6.37,125677.2141418457,188883.48944091797,218482.78576660156,63
2006,Feb,TZ,ATA Airlines d/b/a ATA,25,1577,2066539,4072.00,2.95,14799.106567382812,13196.14370727539,21200.893493652344,59
2006,Feb,UA,United Air Lines Inc.,429,37729,41381246,3826.17,3.50,248237.70916748047,295782.8804473877,369522.29095458984,60
2006,Feb,US,US Airways Inc.,374,38621,31207876,3334.21,4.10,207424.5936126709,278347.8215942383,331135.4064941406,61
2006,Feb,WN,Southwest Airlines Co.,446,81221,50202021,4126.63,6.70,310021.3956298828,386088.67388916016,332218.6043701172,52
2006,Feb,XE,ExpressJet Airlines Inc.,269,30303,16186704,2329.37,4.36,128529.60848999023,188105.82818603516,258830.39166259766,67
2006,Feb,YV,Mesa Airlines Inc.,146,22437,9501520,2544.62,6.06,78154.4899597168,123806.97937011719,132085.5098876953,63
2006,Mar,AA,American Airlines Inc.,697,55304,59560974,3338.58,2.99,363544.9089355469,433043.7570800781,640135.0917358398,64
2006,Mar,AS,Alaska Airlines Inc.,109,13072,11581148,3732.98,4.30,65486.15560913086,84827.0153503418,91473.8441772461,58
2006,Mar,B6,JetBlue Airways,99,12376,15215732,5160.31,4.24,78619.80126953125,84308.76928710938,63940.19873046875,45
2006,Mar,CO,Continental Air Lines Inc.,333,27434,30631621,3464.22,2.98,185320.70933532715,211752.76746726036,294199.2905883789,61
2006,Mar,DL,Delta Air Lines Inc.,455,45718,41480441,3360.57,3.61,247674.13776397705,305437.45529174805,407525.8620605469,62
2006,Mar,EV,ExpressJet Airlines Inc.,153,23983,11906185,2647.92,5.34,78864.60342407227,125141.2222290039,141455.39624023438,64
2006,Mar,F9,Frontier Airlines Inc.,50,7016,6278621,4197.49,4.69,33808.900970458984,44662.465759277344,38191.099060058594,53
2006,Mar,FL,AirTran Airways Corporation,110,19516,12591654,3759.29,5.81,74282.5458984375,95958.87109375,84117.4541015625,53
2006,Mar,HA,Hawaiian Airlines Inc.,25,4132,2428796,3482.76,5.95,13858.353271484375,17823.915954589844,22141.646606445312,62
2006,Mar,MQ,Envoy Air,258,43757,18053335,2396.83,5.84,135331.2780303955,202545.685546875,236188.72192382812,64
2006,Mar,NW,Northwest Airlines Inc.,315,36904,28720767,3251.06,4.04,171769.09408569336,232842.13602638245,281830.9061279297,62
2006,Mar,OH,Comair Inc.,169,23072,10671912,2229.47,4.80,78000.89498901367,124010.5689086914,165359.10516357422,68
2006,Mar,OO,SkyWest Airlines Inc.,240,45237,17630619,2499.22,6.51,130412.7532043457,195215.8438720703,215187.24688720703,62
2006,Mar,TZ,ATA Airlines d/b/a ATA,21,1750,2296944,4239.50,3.16,13109.819702148438,13818.334716796875,17130.180297851562,57
2006,Mar,UA,United Air Lines Inc.,435,42644,46823545,3891.58,3.54,258142.77912902832,299744.9879922867,368257.2209472656,59
2006,Mar,US,US Airways Inc.,372,44185,36945385,3528.83,4.19,217378.50845336914,284857.2458190918,318301.49139404297,59
2006,Mar,WN,Southwest Airlines Co.,450,91473,56588840,4175.51,6.79,316462.2922363281,393534.44927978516,331537.7077636719,51
2006,Mar,XE,ExpressJet Airlines Inc.,269,37616,20175365,2521.66,4.70,139054.60501098633,199704.36779785156,248305.39489746094,64
2006,Mar,YV,Mesa Airlines Inc.,140,25485,10786403,2627.68,6.20,77751.1752319336,121055.29724121094,123848.82470703125,61
2006,Apr,AA,American Airlines Inc.,694,53140,57622946,3457.53,3.09,370592.2279510498,432207.8709564209,628767.7721252441,63
2006,Apr,AQ,Aloha Airlines Inc.,18,3182,1474135,3122.23,7.99,9870.575134277344,13931.22476196289,16049.425048828125,62
2006,Apr,AS,Alaska Airlines Inc.,110,12725,11255657,3716.71,4.30,65567.50952148438,85012.44454956055,92832.49041748047,59
2006,Apr,B6,JetBlue Airways,101,12534,15170442,5179.58,4.32,81059.8685913086,86492.58926391602,64380.131408691406,44
2006,Apr,CO,Continental Air Lines Inc.,333,25683,28797167,3409.66,2.92,180542.97485351562,204529.5463616848,298977.02459716797,62
2006,Apr,DL,Delta Air Lines Inc.,448,42835,39518887,3385.66,3.60,243684.2765045166,303134.31468963623,401435.7236328125,62
2006,Apr,EV,ExpressJet Airlines Inc.,153,22760,11105279,2567.40,5.27,76256.0237121582,125992.28442382812,144063.97637939453,65
2006,Apr,F9,Frontier Airlines Inc.,51,6882,6145075,4222.82,4.73,34167.33316040039,45551.89636230469,39272.66680908203,53
2006,Apr,FL,AirTran Airways Corporation,111,19071,12429822,3815.93,5.85,75073.24304199219,97940.8306274414,84766.75695800781,53
2006,Apr,HA,Hawaiian Airlines Inc.,25,4011,2347429,3479.70,5.96,13699.454864501953,17617.04345703125,22300.54510498047,62
2006,Apr,MQ,Envoy Air,258,44467,18198988,2481.28,6.08,138168.92150878906,202872.72204589844,233351.07879638672,63
2006,Apr,NW,Northwest Airlines Inc.,314,35242,27316826,3235.89,4.03,169859.14315795898,227038.5009918213,282300.8571777344,62
2006,Apr,OH,Comair Inc.,169,22719,10541235,2248.93,4.86,77760.30551147461,124935.1273803711,165599.69384765625,68
2006,Apr,OO,SkyWest Airlines Inc.,242,43759,17209898,2503.66,6.46,128434.97497558594,195421.15563964844,220045.025390625,63
2006,Apr,TZ,ATA Airlines d/b/a ATA,24,1632,2245384,4112.47,2.78,14311.665100097656,13128.350814819336,20248.334899902344,59
2006,Apr,UA,United Air Lines Inc.,447,40872,45022083,3845.43,3.44,259689.32424926758,298008.5263748169,383990.6759033203,60
2006,Apr,US,US Airways Inc.,363,41821,35376888,3571.95,4.20,213276.2660522461,277082.38049316406,309443.73358154297,59
2006,Apr,WN,Southwest Airlines Co.,452,88485,54761081,4169.95,6.77,315144.33337402344,390060.8376464844,335735.66662597656,52
2006,Apr,XE,ExpressJet Airlines Inc.,272,35377,19074999,2463.90,4.55,135280.39727783203,196525.9444580078,256399.60327148438,65
2006,Apr,YV,Mesa Airlines Inc.,140,24391,10207482,2579.84,6.18,75632.65396118164,119497.16760253906,125967.3461303711,62
2006,May,AA,American Airlines Inc.,681,54803,59538448,3486.44,3.10,364373.15788269043,421263.15396118164,616266.8413696289,63
2006,May,AQ,Aloha Airlines Inc.,18,3615,1615094,3099.76,7.72,9817.193267822266,13618.450317382812,16102.806640625,62
